Tail Node,Head Node,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,0,0.532791922120471,0.499185047032872,0.436069696258601,0.363118186922106,0.300002836147834,0.266395961060235,0.2750845677902,0.311314418494392,0.353691868299974,0.386479063507388,0.399593941590353,0.386479063507388,0.353691868299974,0.311314418494392,0.2750845677902,0.266395961060235,0.300002836147834,0.363118186922106,0.436069696258601,0.499185047032872,0.532791922120471
4,0,0.553828339967984,0.511907794850407,0.433178966214959,0.342180709740219,0.26345188110477,0.221531335987194,0.232369330578567,0.277561723119955,0.330422508060899,0.371320600858534,0.387679837977589,0.371320600858534,0.330422508060899,0.277561723119955,0.232369330578567,0.221531335987194,0.26345188110477,0.342180709740219,0.433178966214959,0.511907794850407,0.553828339967984
6,0,0.489541555901703,0.462993340754726,0.421194023289273,0.374311005050994,0.332511687585541,0.305963472438564,0.301030399836786,0.308863064731213,0.317119371356709,0.320602647812163,0.321261646060493,0.320602647812163,0.317119371356709,0.308863064731213,0.301030399836786,0.305963472438564,0.332511687585541,0.374311005050994,0.421194023289273,0.462993340754726,0.489541555901703
7,0,0.454018377138129,0.429396611301023,0.390630426791537,0.347149436057924,0.308383251548437,0.283761485711331,0.2791863774494,0.286450671483611,0.294107866036498,0.297338381412288,0.297949559996897,0.297338381412288,0.294107866036498,0.286450671483611,0.2791863774494,0.283761485711331,0.308383251548437,0.347149436057924,0.390630426791537,0.429396611301023,0.454018377138129
0,1,0.705900393400187,0.661374368585714,0.577752321982922,0.481098268117358,0.397476221514567,0.352950196700093,0.364461803115543,0.412463029866755,0.468609261157201,0.512049285366443,0.52942529505014,0.512049285366443,0.468609261157201,0.412463029866755,0.364461803115543,0.352950196700093,0.397476221514567,0.481098268117358,0.577752321982922,0.661374368585714,0.705900393400187
2,1,0.59477109518519,0.549751498441942,0.465202499680232,0.367477033579035,0.282928034817324,0.237908438074076,0.249547650890623,0.298080972257735,0.354849585712026,0.398771143510317,0.416339766629633,0.398771143510317,0.354849585712026,0.298080972257735,0.249547650890623,0.237908438074076,0.282928034817324,0.367477033579034,0.465202499680232,0.549751498441942,0.59477109518519
3,1,0.735625482367658,0.679944292009983,0.575372300362642,0.454503374952079,0.349931383304738,0.294250192947063,0.308645817771242,0.368672857132443,0.438885480095658,0.493208592639731,0.51493783765736,0.493208592639731,0.438885480095658,0.368672857132443,0.308645817771243,0.294250192947063,0.349931383304738,0.454503374952079,0.575372300362642,0.679944292009983,0.735625482367658
5,1,0.867367521856826,0.801714472510124,0.678414843249246,0.535899687350309,0.412600058089432,0.34694700874273,0.363920723939682,0.434697913723199,0.517484807655503,0.581536563115699,0.607157265299778,0.581536563115699,0.517484807655503,0.434697913723199,0.363920723939682,0.34694700874273,0.412600058089431,0.535899687350309,0.678414843249246,0.801714472510124,0.867367521856826
7,1,0.532441629648435,0.498856849932149,0.435782995343027,0.362879449129626,0.299805594540503,0.266220814824218,0.274903709092331,0.311109739908424,0.353459327989692,0.386224966737288,0.399331222236326,0.386224966737288,0.353459327989692,0.311109739908424,0.274903709092331,0.266220814824218,0.299805594540503,0.362879449129626,0.435782995343027,0.498856849932149,0.532441629648435
1,2,0.510540183773056,0.478336879873524,0.417857504257332,0.347952771402252,0.287473395786059,0.255270091886528,0.263595824114211,0.298312556610779,0.338920137381651,0.370337994844609,0.382905137829792,0.370337994844609,0.338920137381651,0.298312556610779,0.263595824114211,0.255270091886528,0.287473395786059,0.347952771402252,0.417857504257332,0.478336879873524,0.510540183773056
3,2,0.625112431797071,0.585682263022178,0.511630482640064,0.426038165055542,0.351986384673427,0.312556215898535,0.322750357093995,0.365258002456196,0.414978483569901,0.45344694091126,0.468834323847803,0.45344694091126,0.414978483569901,0.365258002456196,0.322750357093995,0.312556215898535,0.351986384673427,0.426038165055542,0.511630482640064,0.585682263022178,0.625112431797071
4,2,0.506935602149578,0.474959664167835,0.41490729283627,0.345496110388097,0.285443739056531,0.253467801074789,0.261734750894459,0.29620637184063,0.336527249734681,0.36772328679004,0.380201701612183,0.36772328679004,0.336527249734681,0.29620637184063,0.261734750894459,0.253467801074789,0.285443739056531,0.345496110388097,0.41490729283627,0.474959664167835,0.506935602149578
7,2,0.891628335668748,0.824138929338129,0.697390532083064,0.550889137853183,0.424140740598118,0.356651334267499,0.374099814928586,0.446856687119156,0.531959182418985,0.59780250566837,0.624139834968123,0.59780250566837,0.531959182418985,0.446856687119156,0.374099814928586,0.356651334267499,0.424140740598118,0.550889137853183,0.697390532083064,0.824138929338129,0.891628335668748
10,2,0.499608042301313,0.472513913853434,0.429855073318475,0.382007995421157,0.339349154886199,0.31225502643832,0.307220514627438,0.315214243304259,0.32364032509461,0.327195228472523,0.327867777760236,0.327195228472523,0.32364032509461,0.315214243304259,0.307220514627438,0.31225502643832,0.339349154886199,0.382007995421157,0.429855073318475,0.472513913853434,0.499608042301313
1,3,0.516105724624672,0.488116914173872,0.444049425378996,0.394622377136095,0.350554888341219,0.32256607789042,0.317365320203817,0.325623011797812,0.334327333345809,0.337999624078715,0.338694381784941,0.337999624078715,0.334327333345809,0.325623011797812,0.317365320203817,0.32256607789042,0.350554888341219,0.394622377136095,0.444049425378996,0.488116914173872,0.516105724624672
2,3,0.399858934092743,0.378174276513099,0.344032475217487,0.305738292683221,0.27159649138761,0.249911833807965,0.245882486087492,0.252280229032975,0.259024003748347,0.261869153856315,0.262407425498363,0.261869153856315,0.259024003748347,0.252280229032975,0.245882486087492,0.249911833807965,0.27159649138761,0.305738292683221,0.344032475217487,0.378174276513099,0.399858934092743
4,3,0.683130567451514,0.631422838345953,0.534313200757461,0.422069593674658,0.324959956086166,0.273252226980605,0.28662056670058,0.342364021004623,0.407566206242611,0.458012771223646,0.478191397216059,0.458012771223646,0.407566206242611,0.342364021004623,0.28662056670058,0.273252226980605,0.324959956086166,0.422069593674658,0.534313200757461,0.631422838345953,0.683130567451514
7,3,0.967090582541409,0.893889264601352,0.756413618713927,0.597513196844046,0.460037550956621,0.386836233016564,0.405761451801066,0.484676043336445,0.576981119860859,0.648397039802379,0.676963407778986,0.648397039802379,0.576981119860859,0.484676043336445,0.405761451801066,0.386836233016564,0.460037550956621,0.597513196844046,0.756413618713927,0.893889264601352,0.967090582541409
8,3,0.513201199029469,0.47435581596447,0.401402291671665,0.317079386969592,0.244125862676788,0.205280479611788,0.215323432306641,0.257200650147446,0.306183730744043,0.344081665441604,0.359240839320629,0.344081665441604,0.306183730744043,0.257200650147446,0.215323432306641,0.205280479611788,0.244125862676788,0.317079386969592,0.401402291671665,0.47435581596447,0.513201199029469
11,3,0.365544868288036,0.345721088892416,0.314509180907822,0.279501230060237,0.248289322075643,0.228465542680023,0.22478197516112,0.230630693053729,0.236795747851587,0.239396740183636,0.239888819814024,0.239396740183636,0.236795747851587,0.230630693053729,0.22478197516112,0.228465542680023,0.248289322075643,0.279501230060237,0.314509180907822,0.345721088892416,0.365544868288036
0,4,0.631261385770546,0.591443359898865,0.516663164969124,0.430228913686695,0.355448718756953,0.315630692885273,0.325925109330146,0.368850883562543,0.41906044301537,0.457907297524327,0.473446039327909,0.457907297524327,0.41906044301537,0.368850883562543,0.325925109330146,0.315630692885273,0.355448718756953,0.430228913686695,0.516663164969124,0.591443359898865,0.631261385770546
2,4,0.728738872899876,0.682772267070807,0.59644473905036,0.496663570299454,0.410336042279007,0.364369436449938,0.376253485761844,0.425807729119036,0.483770497932764,0.528615967034295,0.546554154674907,0.528615967034295,0.483770497932764,0.425807729119036,0.376253485761844,0.364369436449938,0.410336042279007,0.496663570299454,0.59644473905036,0.682772267070807,0.728738872899876
3,4,0.658731734136489,0.617180963214034,0.539146588554788,0.448951012649946,0.3709166379907,0.329365867068245,0.340108261501855,0.384902019423136,0.437296528122916,0.477833865608238,0.494048800602367,0.477833865608238,0.437296528122916,0.384902019423136,0.340108261501855,0.329365867068245,0.3709166379907,0.448951012649946,0.539146588554788,0.617180963214034,0.658731734136489
5,4,0.552407361153556,0.52244988502946,0.475282794961733,0.422379166912796,0.375212076845069,0.345254600720973,0.339688034235502,0.348526552013959,0.357843114624184,0.361773705463161,0.362517330757021,0.361773705463161,0.357843114624184,0.348526552013959,0.339688034235502,0.345254600720973,0.375212076845069,0.422379166912796,0.475282794961733,0.52244988502946,0.552407361153556
7,4,0.736590620616771,0.690128750700944,0.602871092566342,0.502014838358815,0.414757180224213,0.368295310308386,0.380307403506136,0.430395565708077,0.488982850455595,0.534311504032012,0.552442965462579,0.534311504032012,0.488982850455595,0.430395565708077,0.380307403506136,0.368295310308386,0.414757180224213,0.502014838358815,0.602871092566342,0.690128750700944,0.736590620616771
8,4,0.628066858422808,0.588450333506908,0.514048567201437,0.428051720432776,0.353649954127304,0.314033429211404,0.324275750287222,0.366984296659973,0.416939768322218,0.455590036532853,0.471050143817106,0.455590036532853,0.416939768322218,0.366984296659973,0.324275750287222,0.314033429211404,0.353649954127304,0.428051720432776,0.514048567201437,0.588450333506908,0.628066858422808
10,4,0.611504702833335,0.57834233241045,0.526129238553142,0.467565903551027,0.415352809693719,0.382190439270834,0.376028353419206,0.385812428664539,0.39612569067194,0.400476781826716,0.401299961234376,0.400476781826716,0.39612569067194,0.385812428664539,0.376028353419206,0.382190439270834,0.415352809693719,0.467565903551027,0.526129238553142,0.57834233241045,0.611504702833335
1,5,0.706233007095898,0.652776601020332,0.552382862780853,0.436343347153404,0.335949608913926,0.282493202838359,0.296313639531067,0.353942252910092,0.421349477156599,0.473502068449835,0.494363104967129,0.473502068449835,0.421349477156599,0.353942252910092,0.296313639531067,0.282493202838359,0.335949608913926,0.436343347153404,0.552382862780853,0.652776601020332,0.706233007095898
