Tail Node,Head Node,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1,0,2.60669161398725,2.5899767052994,2.56440706571358,2.53075267182961,2.48978350024732,2.44226952756651,2.38898073038703,2.3306870853087,2.26815856893133,2.20216515785475,2.13347682867879,2.06286355800327,1.99109532242802,1.91894209855285,1.8471738629776,1.77656059230208,1.70787226312612,1.64187885204954,1.57935033567218,1.52105669059384,1.46776789341436,1.42025392073356,1.37928474915126,1.34563035526729,1.32006071568147,1.30334580699362,1.29598611399364,1.29740415423165,1.30675295344785,1.32318553738242,1.34585493177557,1.37391416236749,1.40651625489836,1.4428142351084,1.48196112873778,1.5231099615267,1.56541375921536,1.60802554754395,1.65010797696016,1.69104506618413,1.73044220220846,1.76791439673322,1.80307666145851,1.83554400808442,1.86493144831104,1.89085399383844,1.91292665636673,1.93076444759598,1.94398237922629,1.95219546295775,1.95501871049044,1.95219546295775,1.94398237922629,1.93076444759598,1.91292665636673,1.89085399383844,1.86493144831104,1.83554400808442,1.80307666145851,1.76791439673322,1.73044220220846,1.69104506618413,1.65010797696016,1.60802554754395,1.56541375921536,1.5231099615267,1.48196112873778,1.4428142351084,1.40651625489836,1.37391416236749,1.34585493177557,1.32318553738242,1.30675295344785,1.29740415423165,1.29598611399364,1.30334580699362,1.32006071568147,1.34563035526729,1.37928474915126,1.42025392073356,1.46776789341436,1.52105669059384,1.57935033567218,1.64187885204954,1.70787226312612,1.77656059230208,1.8471738629776,1.91894209855285,1.99109532242802,2.06286355800327,2.13347682867879,2.20216515785475,2.26815856893133,2.3306870853087,2.38898073038703,2.44226952756651,2.48978350024732,2.53075267182961,2.56440706571358,2.5899767052994,2.60669161398725
2,0,8.3201459130421,8.25612431027491,8.15818723272127,8.02928385210174,7.87236334013686,7.69037486854722,7.48626760905337,7.26299073337587,7.02349341323528,6.77072482035216,6.50763412644708,6.2371705032406,5.96228312245327,5.68592115580567,5.41103377501834,5.14057015181186,4.87747945790678,4.62471086502366,4.38521354488307,4.16193666920557,3.95782940971172,3.77584093812208,3.61892042615721,3.49001704553767,3.39207996798403,3.32805836521684,3.29986919885447,3.30530059010651,3.34110845008032,3.40404868988331,3.49087722062283,3.59834995340629,3.72322279934106,3.86225166953453,4.01219247509407,4.16980112712707,4.33183353674091,4.49504561504298,4.65623013778716,4.81302776759701,4.96392705396573,5.10745341103305,5.24213225293869,5.36648899382236,5.47904904782379,5.57833782908269,5.66288075173878,5.73120322993179,5.78183067780142,5.81328850948741,5.82410213912947,5.81328850948741,5.78183067780142,5.73120322993179,5.66288075173878,5.57833782908269,5.47904904782379,5.36648899382236,5.24213225293869,5.10745341103305,4.96392705396573,4.81302776759701,4.65623013778716,4.49504561504298,4.33183353674091,4.16980112712707,4.01219247509407,3.86225166953453,3.72322279934106,3.59834995340629,3.49087722062283,3.40404868988331,3.34110845008033,3.30530059010651,3.29986919885447,3.32805836521684,3.39207996798403,3.49001704553767,3.61892042615721,3.77584093812208,3.95782940971172,4.16193666920557,4.38521354488307,4.62471086502366,4.87747945790678,5.14057015181186,5.41103377501834,5.68592115580567,5.96228312245327,6.2371705032406,6.50763412644708,6.77072482035216,7.02349341323528,7.26299073337587,7.48626760905337,7.69037486854722,7.87236334013686,8.02928385210173,8.15818723272127,8.25612431027491,8.3201459130421
3,0,4.24818083961443,4.22094019693826,4.17926881073306,4.12442152826222,4.05765319678914,3.98021866357722,3.89337277588984,3.7983703809904,3.69646632614229,3.58891545860892,3.47697262565366,3.36189267453992,3.24493045253109,3.12734080689056,3.01037858488173,2.89529863376799,2.78335580081274,2.67580493327936,2.57390087843125,2.47889848353181,2.39205259584443,2.31461806263251,2.24784973115943,2.19300244868859,2.15133106248339,2.12409041980722,2.11209617138128,2.11440718175803,2.12964311894773,2.15642365096066,2.19336844580708,2.23909717149726,2.29222949604146,2.35138508744995,2.41518361373299,2.48224474290086,2.55118814296383,2.62063348193214,2.68921611340688,2.75593215957732,2.82013851122097,2.88120774470613,2.93851243640112,2.99142516267422,3.03931849989375,3.08156502442801,3.1175373126453,3.14660794091392,3.16814948560218,3.18153452307838,3.18613562971082,3.18153452307838,3.16814948560218,3.14660794091392,3.1175373126453,3.08156502442801,3.03931849989375,2.99142516267422,2.93851243640112,2.88120774470613,2.82013851122097,2.75593215957732,2.68921611340688,2.62063348193214,2.55118814296383,2.48224474290086,2.41518361373299,2.35138508744995,2.29222949604146,2.23909717149726,2.19336844580708,2.15642365096066,2.12964311894773,2.11440718175803,2.11209617138128,2.12409041980722,2.15133106248339,2.19300244868859,2.24784973115943,2.31461806263251,2.39205259584443,2.47889848353181,2.57390087843125,2.67580493327936,2.78335580081274,2.89529863376799,3.01037858488173,3.12734080689056,3.24493045253109,3.36189267453992,3.47697262565366,3.58891545860892,3.69646632614229,3.7983703809904,3.89337277588984,3.98021866357722,4.05765319678914,4.12442152826222,4.17926881073306,4.22094019693826,4.24818083961443
4,0,4.63707019551782,4.60733587463333,4.56184978299237,4.50198163979116,4.42910116422591,4.34457807549285,4.24978209278817,4.1460829353081,4.03485032224884,3.91745397280663,3.79526360617766,3.66964894155815,3.54197969814433,3.4136255951324,3.28595635171857,3.16034168709907,3.0381513204701,2.92075497102788,2.80952235796863,2.70582320048856,2.61102721778388,2.52650412905081,2.45362365348556,2.39375551028435,2.3482694186434,2.31853509775891,2.30544286510842,2.30796543129479,2.32459610520216,2.3538281957147,2.39415501171658,2.44406986209197,2.50206605572501,2.56663690149989,2.63627570830077,2.70947578501179,2.78473044051715,2.86053298370098,2.93539384493742,3.00821724886949,3.07830121440913,3.14496088195824,3.2075113919187,3.26526788469241,3.31754550068127,3.36365938028715,3.40292466391197,3.43465649195761,3.45817000482595,3.47278034291891,3.47780264663836,3.47278034291891,3.45817000482595,3.43465649195761,3.40292466391197,3.36365938028715,3.31754550068127,3.26526788469241,3.2075113919187,3.14496088195824,3.07830121440913,3.00821724886949,2.93539384493742,2.86053298370098,2.78473044051715,2.70947578501179,2.63627570830077,2.56663690149989,2.50206605572501,2.44406986209197,2.39415501171658,2.3538281957147,2.32459610520216,2.30796543129479,2.30544286510842,2.31853509775891,2.3482694186434,2.39375551028435,2.45362365348556,2.52650412905081,2.61102721778388,2.70582320048856,2.80952235796863,2.92075497102788,3.0381513204701,3.16034168709907,3.28595635171857,3.4136255951324,3.54197969814433,3.66964894155815,3.79526360617766,3.91745397280663,4.03485032224884,4.1460829353081,4.24978209278817,4.34457807549285,4.42910116422591,4.50198163979116,4.56184978299237,4.60733587463333,4.63707019551782
7,0,10.9902653334253,10.9197923704872,10.8119863216166,10.6700935421118,10.4973603872714,10.2970332123938,10.0723583727776,9.82658222372117,9.56295112052307,9.28471141848177,8.99510947289576,8.69739163906352,8.39480427228355,8.09059372785434,7.78800636107438,7.49028852724214,7.20068658165613,6.92244687961483,6.65881577641673,6.41303962736031,6.18836478774407,5.9880376128665,5.81530445802608,5.6734116785213,5.56560562965066,5.49513266671263,5.46410292065124,5.47008162499263,5.50949778890845,5.57878042157036,5.67435853215003,5.79266112981912,5.9301172237493,6.08315582311222,6.24820593707955,6.42169657482295,6.60005674551408,6.77971545832461,6.95714230186743,7.12974019190374,7.29584537134308,7.4538346625362,7.60208488783385,7.73897286958679,7.86287543014577,7.97216939186156,8.0652315770849,8.14043880816656,8.19616790745728,8.23079569730782,8.24269900006895,8.23079569730782,8.19616790745728,8.14043880816656,8.0652315770849,7.97216939186156,7.86287543014577,7.73897286958679,7.60208488783385,7.4538346625362,7.29584537134308,7.12974019190374,6.95714230186743,6.77971545832461,6.60005674551408,6.42169657482295,6.24820593707955,6.08315582311222,5.9301172237493,5.79266112981912,5.67435853215003,5.57878042157036,5.50949778890845,5.47008162499263,5.46410292065124,5.49513266671263,5.56560562965066,5.6734116785213,5.81530445802608,5.9880376128665,6.18836478774407,6.41303962736031,6.65881577641673,6.92244687961483,7.20068658165613,7.49028852724214,7.78800636107438,8.09059372785434,8.39480427228355,8.69739163906352,8.99510947289576,9.28471141848177,9.56295112052307,9.82658222372117,10.0723583727776,10.2970332123938,10.4973603872714,10.6700935421118,10.8119863216166,10.9197923704872,10.9902653334253
0,1,3.55609832996704,3.53329553329119,3.49841294413447,3.45250097923434,3.39661005532828,3.33179058915374,3.2590929974482,3.17956769694912,3.09426510439397,3.00423563652022,2.91052971006533,2.81419774176678,2.71629014836203,2.61785734658854,2.51994975318378,2.42361778488523,2.32991185843035,2.2398823905566,2.15457979800145,2.07505449750237,2.00235690579683,1.93753743962229,1.88164651571622,1.8357345508161,1.80085196165937,1.77804916498352,1.7680089316679,1.7699434491594,1.78269725904681,1.80511490291893,1.83604092236452,1.87431985897239,1.91879625433131,1.96831465003008,2.02171958765747,2.07785560880228,2.13556725505329,2.19369906799929,2.25110871943828,2.30695587598028,2.36070219904735,2.41182248027076,2.45979151128176,2.50408408371162,2.54417498919162,2.57953901935302,2.60965096582708,2.63398562024507,2.65201777423825,2.6632222194379,2.66707374747528,2.6632222194379,2.65201777423825,2.63398562024507,2.60965096582708,2.57953901935302,2.54417498919162,2.50408408371162,2.45979151128176,2.41182248027076,2.36070219904735,2.30695587598028,2.25110871943828,2.19369906799929,2.13556725505329,2.07785560880228,2.02171958765747,1.96831465003008,1.91879625433131,1.87431985897239,1.83604092236452,1.80511490291893,1.78269725904681,1.7699434491594,1.7680089316679,1.77804916498352,1.80085196165937,1.8357345508161,1.88164651571622,1.93753743962229,2.00235690579683,2.07505449750237,2.15457979800145,2.2398823905566,2.32991185843035,2.42361778488523,2.51994975318378,2.61785734658854,2.71629014836203,2.81419774176678,2.91052971006533,3.00423563652022,3.09426510439397,3.17956769694912,3.2590929974482,3.33179058915374,3.39661005532828,3.45250097923434,3.49841294413447,3.53329553329119,3.55609832996704
2,1,2.24407480964654,2.22756532389311,2.20676792904186,2.18205548675348,2.15380085868864,2.12237690650802,2.0881564918723,2.05151247644216,2.01281772187829,1.97244508984136,1.93076744199204,1.88815763999103,1.844988545499,1.80163302017663,1.7584639256846,1.71585412368359,1.67417647583427,1.63380384379734,1.59510908923347,1.55846507380333,1.52424465916761,1.49282070698699,1.46456607892215,1.43985363663377,1.41905624178252,1.40254675602909,1.39055856315368,1.38276713541459,1.37870846718963,1.37791855285664,1.37993338679342,1.3842889633778,1.39052127698761,1.39816632200066,1.40676009279477,1.41583858374776,1.42493778923746,1.43359370364169,1.44135371433345,1.44802724757506,1.45368576851815,1.45841213530954,1.46228920609606,1.4653998390245,1.46782689224171,1.46965322389448,1.47096169212964,1.47183515509401,1.47235647093441,1.47260849779765,1.47267409383054,1.47260849779765,1.47235647093441,1.47183515509401,1.47096169212964,1.46965322389448,1.46782689224171,1.4653998390245,1.46228920609606,1.45841213530954,1.45368576851815,1.44802724757506,1.44135371433345,1.43359370364169,1.42493778923746,1.41583858374776,1.40676009279477,1.39816632200066,1.39052127698761,1.3842889633778,1.37993338679342,1.37791855285664,1.37870846718963,1.38276713541459,1.39055856315368,1.40254675602909,1.41905624178252,1.43985363663377,1.46456607892215,1.49282070698699,1.52424465916761,1.55846507380333,1.59510908923347,1.63380384379734,1.67417647583427,1.71585412368359,1.7584639256846,1.80163302017663,1.844988545499,1.88815763999103,1.93076744199204,1.97244508984136,2.01281772187829,2.05151247644216,2.0881564918723,2.12237690650802,2.15380085868864,2.18205548675348,2.20676792904186,2.22756532389311,2.24407480964654
3,1,2.83096498159446,2.81013778999141,2.78390127760814,2.75272582016467,2.71708179338103,2.67743957297722,2.63426953467328,2.58804205418921,2.53922750724504,2.48829626956079,2.43571871685646,2.3819652248521,2.3275061692677,2.2728119258233,2.2183528702389,2.16459937823453,2.11202182553021,2.06109058784596,2.01227604090179,1.96604856041772,1.92287852211378,1.88323630170997,1.84759227492633,1.81641681748286,1.79018030509959,1.76935311349654,1.75422966303179,1.74440055261569,1.73928042579667,1.73828392612315,1.74082569714355,1.74632038240629,1.75418262545978,1.76382706985247,1.77466835913275,1.78612113684906,1.79760004654981,1.80851973178343,1.81830920868979,1.82672806301198,1.83386645009633,1.83982889788065,1.84471993430269,1.84864408730026,1.85170588481112,1.85400985477306,1.85566052512387,1.85676242380132,1.8574200787432,1.85773801788729,1.85782076917136,1.85773801788729,1.8574200787432,1.85676242380132,1.85566052512387,1.85400985477306,1.85170588481112,1.84864408730026,1.84471993430269,1.83982889788065,1.83386645009633,1.82672806301198,1.81830920868979,1.80851973178343,1.79760004654981,1.78612113684906,1.77466835913275,1.76382706985247,1.75418262545978,1.74632038240629,1.74082569714355,1.73828392612315,1.73928042579667,1.74440055261569,1.75422966303179,1.76935311349654,1.79018030509959,1.81641681748286,1.84759227492633,1.88323630170997,1.92287852211378,1.96604856041772,2.01227604090179,2.06109058784596,2.11202182553021,2.16459937823453,2.2183528702389,2.2728119258233,2.3275061692677,2.3819652248521,2.43571871685646,2.48829626956079,2.53922750724504,2.58804205418921,2.63426953467328,2.67743957297722,2.71708179338103,2.75272582016467,2.78390127760814,2.81013778999141,2.83096498159446
9,1,5.12430250277446,5.08487217754696,5.02455361860969,4.94516319411132,4.84851727220053,4.736432221026,4.6107244087364,4.4732102034804,4.32570597340669,4.17002808666394,4.00799291140083,3.84141681576602,3.6721161679082,3.50190733597605,3.33260668811823,3.16603059248342,3.00399541722031,2.84831753047756,2.70081330040385,2.56329909514785,2.43759128285825,2.32550623168372,2.22886030977293,2.14946988527456,2.08915132633729,2.04972100110979,2.03235954888869,2.0357046935625,2.05775843016768,2.09652275374066,2.14999965931793,2.21619114193592,2.2930991966311,2.37872581843992,2.47107300239884,2.56814274354432,2.66793703691282,2.76845787754078,2.86772996506653,2.96430020497112,3.05723770857837,3.14563429181392,3.22858177060344,3.3051719608726,3.37449667854706,3.43564773955248,3.48771695981452,3.52979615525884,3.56097714181111,3.58035173539698,3.58701175194213,3.58035173539698,3.56097714181111,3.52979615525884,3.48771695981452,3.43564773955248,3.37449667854706,3.30517196087261,3.22858177060344,3.14563429181392,3.05723770857837,2.96430020497112,2.86772996506653,2.76845787754078,2.66793703691282,2.56814274354432,2.47107300239884,2.37872581843992,2.2930991966311,2.21619114193592,2.14999965931793,2.09652275374066,2.05775843016768,2.0357046935625,2.03235954888869,2.04972100110979,2.08915132633729,2.14946988527456,2.22886030977293,2.32550623168372,2.43759128285825,2.56329909514785,2.70081330040385,2.84831753047756,3.00399541722031,3.16603059248342,3.33260668811823,3.50190733597605,3.6721161679082,3.84141681576602,4.00799291140083,4.17002808666394,4.32570597340669,4.4732102034804,4.6107244087364,4.736432221026,4.84851727220053,4.94516319411132,5.02455361860969,5.08487217754696,5.12430250277446
0,2,5.1439520794128,5.10610841965318,5.05843585453567,5.00178907148269,4.93702275791666,4.86499160126003,4.78655028893519,4.7025535083646,4.61385594697066,4.52131229217581,4.42577723140247,4.32810545207307,4.22915164161003,4.12977048743577,4.03081667697273,3.93314489764332,3.83760983686998,3.74506618207513,3.6563686206812,3.5723718401106,3.49393052778577,3.42189937112913,3.35713305756311,3.30048627451013,3.25281370939262,3.214970049633,3.18749026624753,3.16963046462781,3.16032703375926,3.15851636262731,3.16313484021738,3.1731188555149,3.18740479750529,3.20492905517398,3.22462801750641,3.24543807348798,3.26629561210414,3.2861370223403,3.3039248086309,3.31922213073784,3.33219280375038,3.34302675820687,3.35191392464561,3.35904423360492,3.36460761562312,3.36879400123852,3.37179332098943,3.37379550541419,3.3749904850511,3.37556819043848,3.37571855211465,3.37556819043848,3.3749904850511,3.37379550541419,3.37179332098943,3.36879400123852,3.36460761562312,3.35904423360492,3.35191392464561,3.34302675820687,3.33219280375038,3.31922213073784,3.3039248086309,3.2861370223403,3.26629561210414,3.24543807348798,3.22462801750641,3.20492905517398,3.18740479750529,3.1731188555149,3.16313484021738,3.15851636262731,3.16032703375926,3.16963046462781,3.18749026624753,3.214970049633,3.25281370939262,3.30048627451013,3.35713305756311,3.42189937112913,3.49393052778577,3.5723718401106,3.6563686206812,3.74506618207513,3.83760983686998,3.93314489764332,4.03081667697273,4.12977048743577,4.22915164161002,4.32810545207307,4.42577723140247,4.52131229217581,4.61385594697066,4.7025535083646,4.78655028893519,4.86499160126003,4.93702275791666,5.00178907148269,5.05843585453567,5.10610841965318,5.1439520794128
