Tail Node,Head Node,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1,0,1.56393135767469,1.52206611825386,1.44555378413993,1.34305612900617,1.22323492652586,1.09475195037228,0.9662689742187,0.846447771738393,0.743950116604637,0.667437782490706,0.625572543069876,0.623984551229775,0.656177476715448,0.712623368486291,0.783794275501703,0.860162246721079,0.933065508471145,0.997306996547936,1.04855582411481,1.08248110433514,1.09475195037228,1.08248110433514,1.04855582411481,0.997306996547936,0.933065508471145,0.860162246721079,0.783794275501703,0.712623368486291,0.656177476715448,0.623984551229775,0.625572543069876,0.667437782490706,0.743950116604637,0.846447771738393,0.9662689742187,1.09475195037228,1.22323492652586,1.34305612900617,1.44555378413993,1.52206611825386,1.56393135767469
5,0,0.794428068922762,0.776706212000639,0.744317990729172,0.700929996195699,0.650208819487553,0.595821051692072,0.54143328389659,0.490712107188445,0.447324112654971,0.414935891383504,0.397214034461381,0.396541826095369,0.410169322969968,0.434063274889106,0.464190431656715,0.496517543076726,0.527378018061803,0.554571901959544,0.57626589922628,0.590626714318346,0.595821051692072,0.590626714318346,0.57626589922628,0.554571901959544,0.527378018061803,0.496517543076726,0.464190431656715,0.434063274889106,0.410169322969968,0.396541826095369,0.397214034461381,0.414935891383504,0.447324112654971,0.490712107188445,0.54143328389659,0.595821051692072,0.650208819487553,0.700929996195699,0.744317990729172,0.776706212000639,0.794428068922762
0,1,0.639038157866502,0.625028475174813,0.604382626997588,0.57875965470621,0.549818599672063,0.519218503266533,0.488618406861002,0.459677351826856,0.434054379535478,0.413408531358252,0.399398848666564,0.393063768466945,0.392959310306524,0.39702088936758,0.403183920832388,0.409383819883228,0.413961545148714,0.416880229042816,0.418508547425841,0.419215176158097,0.419368791099892,0.419215176158097,0.418508547425841,0.416880229042816,0.413961545148714,0.409383819883228,0.403183920832388,0.39702088936758,0.392959310306524,0.393063768466945,0.399398848666564,0.413408531358252,0.434054379535478,0.459677351826856,0.488618406861002,0.519218503266533,0.549818599672063,0.57875965470621,0.604382626997588,0.625028475174813,0.639038157866502
2,1,1.13913572663302,1.11416236647222,1.07735951991946,1.03168455857273,0.980094854030025,0.925547777889328,0.871000701748632,0.819410997205925,0.773736035859197,0.736933189306438,0.711959829145637,0.700667050932573,0.700480846054181,0.707720929855185,0.718707017680309,0.729758824874278,0.737918979839101,0.743121763205935,0.746024368663221,0.747283989899401,0.747557820602919,0.747283989899401,0.746024368663221,0.743121763205935,0.737918979839101,0.729758824874278,0.718707017680309,0.707720929855185,0.700480846054181,0.700667050932573,0.711959829145637,0.736933189306438,0.773736035859197,0.819410997205925,0.871000701748632,0.925547777889328,0.980094854030025,1.03168455857273,1.07735951991946,1.11416236647222,1.13913572663302
6,1,0.981236903378376,0.95972517126585,0.928023671310549,0.888679845473166,0.844241135714395,0.797254983994931,0.750268832275466,0.705830122516695,0.666486296679312,0.634784796724011,0.613273064611485,0.603545610309724,0.603385215815903,0.60962173113449,0.619085006269957,0.628604891226772,0.635633944044242,0.640115554901018,0.642615822010588,0.643700843586439,0.643936717842059,0.643700843586439,0.642615822010588,0.640115554901018,0.635633944044242,0.628604891226772,0.619085006269957,0.60962173113449,0.603385215815903,0.603545610309724,0.613273064611485,0.634784796724011,0.666486296679312,0.705830122516695,0.750268832275466,0.797254983994931,0.844241135714395,0.888679845473166,0.928023671310549,0.95972517126585,0.981236903378376
1,2,1.28550544347233,1.25109345160092,1.18820256990489,1.1039525208404,1.00546302686359,0.899853810430634,0.794244593997676,0.695755100020873,0.611505050956378,0.548614169260347,0.514202177388934,0.512896894938639,0.539358530067346,0.585755388073286,0.644255774254689,0.707027993909784,0.766952324582418,0.819756932798896,0.861881957331144,0.889767536951082,0.899853810430634,0.889767536951082,0.861881957331144,0.819756932798897,0.766952324582418,0.707027993909784,0.644255774254689,0.585755388073286,0.539358530067346,0.512896894938639,0.514202177388934,0.548614169260347,0.611505050956378,0.695755100020873,0.794244593997676,0.899853810430634,1.00546302686359,1.1039525208404,1.18820256990489,1.25109345160092,1.28550544347233
3,2,1.28561751775173,1.25120252573807,1.18830616102345,1.1040487667831,1.00555068619228,0.899932262426211,0.794313838660146,0.695815758069321,0.611558363828977,0.548661999114354,0.514247007100692,0.512941610851898,0.539405552986541,0.585806456011857,0.644311942435082,0.707089634763451,0.767019189821724,0.819828401704757,0.861957098824929,0.88984510959462,0.899932262426211,0.88984510959462,0.861957098824929,0.819828401704757,0.767019189821724,0.707089634763451,0.644311942435082,0.585806456011857,0.539405552986541,0.512941610851898,0.514247007100692,0.548661999114354,0.611558363828977,0.695815758069321,0.794313838660146,0.899932262426211,1.00555068619228,1.1040487667831,1.18830616102345,1.25120252573807,1.28561751775173
7,2,1.10173753604241,1.07716031408454,1.0322433222305,0.972071502954338,0.901729798730093,0.826303152031805,0.750876505333517,0.680534801109271,0.620362981833109,0.575445989979072,0.550868768021203,0.549936528567629,0.568835564762818,0.601972439885324,0.643753717213701,0.688585960026504,0.73138422584969,0.769097549198834,0.799183458836915,0.819099483526912,0.826303152031805,0.819099483526912,0.799183458836915,0.769097549198834,0.73138422584969,0.688585960026504,0.643753717213701,0.601972439885324,0.568835564762818,0.549936528567629,0.550868768021203,0.575445989979072,0.620362981833109,0.680534801109271,0.750876505333517,0.826303152031805,0.901729798730093,0.972071502954338,1.0322433222305,1.07716031408454,1.10173753604241
2,3,1.05448155162177,1.03095850162406,0.987968099904094,0.930377184392443,0.863052593019668,0.790861163716331,0.718669734412994,0.651345143040219,0.593754227528569,0.550763825808604,0.527240775810887,0.526348522190284,0.544436936498873,0.576152497013036,0.616141682009154,0.659050969763609,0.70001352234584,0.736109236997508,0.764904694753334,0.783966476648035,0.790861163716331,0.783966476648035,0.764904694753334,0.736109236997508,0.70001352234584,0.659050969763609,0.616141682009154,0.576152497013036,0.544436936498873,0.526348522190284,0.527240775810887,0.550763825808604,0.593754227528569,0.65134514304022,0.718669734412994,0.790861163716331,0.863052593019668,0.930377184392443,0.987968099904094,1.03095850162406,1.05448155162177
4,3,1.0240994929173,1.00125419653683,0.959502447979435,0.903570860289337,0.838186046510771,0.768074619687972,0.697963192865172,0.632578379086606,0.576646791396508,0.534895042839111,0.512049746458648,0.511183200733872,0.528750445881607,0.559552207553196,0.598389211399983,0.64006218307331,0.679844509528943,0.714900222940343,0.742866016785392,0.761378584541974,0.768074619687972,0.761378584541974,0.742866016785392,0.714900222940343,0.679844509528943,0.64006218307331,0.598389211399983,0.559552207553196,0.528750445881607,0.511183200733872,0.512049746458648,0.534895042839111,0.576646791396508,0.632578379086606,0.697963192865172,0.768074619687972,0.838186046510771,0.903570860289337,0.959502447979435,1.00125419653683,1.0240994929173
8,3,0.583488190272674,0.57069633379362,0.551845176877118,0.528449544632531,0.50202426216922,0.474084154596548,0.446144047023876,0.419718764560565,0.396323132315978,0.377471975399476,0.364680118920421,0.358895731188007,0.358800353310751,0.362508869597003,0.368136164355113,0.373797121893432,0.377976917102597,0.3806418872024,0.382128659994922,0.382773863282242,0.382914124866443,0.382773863282242,0.382128659994922,0.3806418872024,0.377976917102597,0.373797121893432,0.368136164355113,0.362508869597003,0.358800353310751,0.358895731188007,0.364680118920421,0.377471975399476,0.396323132315978,0.419718764560565,0.446144047023876,0.474084154596548,0.50202426216922,0.528449544632531,0.551845176877118,0.57069633379362,0.583488190272674
3,4,1.13291915236641,1.10259177813383,1.04716588729498,0.972916109001427,0.886117072404739,0.793043406656484,0.699969740908228,0.613170704311541,0.538920926017989,0.48349503517914,0.453167660946562,0.452017312268775,0.475338017282102,0.516227683919818,0.5677842201152,0.623105533801523,0.675916995827219,0.722453828701346,0.759578717848122,0.784154348691763,0.793043406656484,0.784154348691763,0.759578717848122,0.722453828701346,0.675916995827219,0.623105533801523,0.5677842201152,0.516227683919818,0.475338017282102,0.452017312268775,0.453167660946562,0.48349503517914,0.538920926017988,0.613170704311541,0.699969740908228,0.793043406656484,0.886117072404739,0.972916109001427,1.04716588729498,1.10259177813383,1.13291915236641
