Tail Node,Head Node,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
1,0,1.4965858449419,1.50834820351121,1.54715142911175,1.60822360403212,1.68679281056093,1.77808713098678,1.87733464759829,1.97976344268407,2.08060159853271,2.17507719743283,2.25841832167303,2.32585305354192,2.37260947532811,2.39391566932021,2.38551566784397,2.34915142240703,2.29043450979568,2.21504100055083,2.12864696521339,2.0369284743243,1.94556159842447,1.85944452965596,1.78036394656539,1.70932864930052,1.6473474380091,1.59542911283891,1.55458247393769,1.52579691648136,1.50889753733482,1.50190477098094,1.50268381212778,1.5090998554834,1.51901809575586,1.53030372765323,1.54092509454883,1.5500496430499,1.55761843475325,1.56358542483886,1.5679045684867,1.57052982087675,1.571415137189,1.57052982087675,1.5679045684867,1.56358542483886,1.55761843475325,1.5500496430499,1.54092509454883,1.53030372765323,1.51901809575586,1.5090998554834,1.50268381212778,1.50190477098094,1.50889753733482,1.52579691648136,1.55458247393769,1.59542911283891,1.6473474380091,1.70932864930052,1.78036394656539,1.85944452965596,1.94556159842447,2.0369284743243,2.12864696521339,2.21504100055083,2.29043450979568,2.34915142240703,2.38551566784397,2.39391566932021,2.37260947532811,2.32585305354192,2.25841832167303,2.17507719743283,2.08060159853271,1.97976344268407,1.87733464759829,1.77808713098678,1.68679281056093,1.60822360403212,1.54715142911175,1.50834820351121,1.4965858449419
2,0,0.965375324271541,0.972962654297696,0.997992743031666,1.03738745658384,1.08806866106459,1.14695822258432,1.21097800725341,1.27704988118224,1.3420957104812,1.40303736126067,1.45679669963104,1.5002955917027,1.53045590358602,1.54419950139141,1.53878106570567,1.51532424540417,1.47744879793552,1.42881608255791,1.37308745852951,1.31392428510848,1.254987921553,1.19943795529568,1.14842688646681,1.10260544337113,1.06262435431338,1.02913434759829,1.00278615153059,0.9842179772039,0.973317003044139,0.968806306842351,0.969308828700548,0.973447508720746,0.979845287004959,0.987125103655202,0.99397643500095,0.999862241015901,1.00474450337971,1.00859352080045,1.01137959198621,1.01307301564507,1.01364409048512,1.01307301564507,1.01137959198621,1.00859352080045,1.00474450337971,0.999862241015901,0.99397643500095,0.987125103655202,0.979845287004959,0.973447508720746,0.969308828700548,0.968806306842351,0.973317003044139,0.9842179772039,1.00278615153059,1.02913434759829,1.06262435431338,1.10260544337113,1.14842688646681,1.19943795529568,1.254987921553,1.31392428510848,1.37308745852951,1.42881608255791,1.47744879793552,1.51532424540417,1.53878106570567,1.54419950139141,1.53045590358602,1.5002955917027,1.45679669963104,1.40303736126067,1.3420957104812,1.27704988118224,1.21097800725341,1.14695822258432,1.08806866106459,1.03738745658384,0.997992743031666,0.972962654297696,0.965375324271541
5,0,1.28939509032212,1.31674633915226,1.40135981984618,1.53313043266321,1.70195307786268,1.89772265570393,2.11033406644629,2.32968221034909,2.54566198767167,2.74816829867336,2.9270960436135,3.07234012275142,3.17379543634645,3.22135688465793,3.20597937893657,3.13094045820789,3.00746774393276,2.84692135894598,2.66066142608235,2.46004806817666,2.2564414080637,2.06016413090564,1.87738917117408,1.71325202566799,1.57288819118633,1.46143316452808,1.3840224424922,1.34572003970164,1.34730104021821,1.38289268573393,1.4460503605327,1.53032944889838,1.62928533511485,1.736473403466,1.84552953638223,1.95102540724727,2.04813642554376,2.13204806302269,2.19794579143501,2.24101508253169,2.2564414080637,2.24101508253169,2.19794579143501,2.13204806302269,2.04813642554376,1.95102540724727,1.84552953638223,1.736473403466,1.62928533511485,1.53032944889838,1.4460503605327,1.38289268573393,1.34730104021821,1.34572003970164,1.3840224424922,1.46143316452808,1.57288819118633,1.71325202566799,1.87738917117408,2.06016413090564,2.2564414080637,2.46004806817666,2.66066142608235,2.84692135894598,3.00746774393276,3.13094045820789,3.20597937893657,3.22135688465793,3.17379543634645,3.07234012275142,2.9270960436135,2.74816829867336,2.54566198767167,2.32968221034909,2.11033406644629,1.89772265570393,1.70195307786268,1.53313043266321,1.40135981984618,1.31674633915226,1.28939509032212
0,1,1.41668326971218,1.44673461465233,1.53970107884233,1.68447999417926,1.86996869256022,2.08506450588228,2.31866476604254,2.55966680493807,2.79696795446596,3.0194655465233,3.21605691300718,3.37563938581467,3.48711029684286,3.53936697798883,3.52247141568302,3.44002470530581,3.30436285123762,3.12796743967551,2.92332005681654,2.70290228885779,2.47919572199631,2.2635420896368,2.06272371401437,1.88238306457177,1.72816261075173,1.60570482199698,1.52065216775027,1.47856857860801,1.48030565438722,1.51941088219684,1.58880343837524,1.68140249926078,1.79012724119182,1.90789684050673,2.02771891841097,2.14362926769024,2.25032701763359,2.34252235313843,2.41492545910221,2.46224652042236,2.47919572199631,2.46224652042236,2.41492545910221,2.34252235313843,2.25032701763359,2.14362926769024,2.02771891841097,1.90789684050673,1.79012724119182,1.68140249926078,1.58880343837524,1.51941088219684,1.48030565438722,1.47856857860801,1.52065216775027,1.60570482199698,1.72816261075173,1.88238306457177,2.06272371401437,2.2635420896368,2.47919572199631,2.70290228885779,2.92332005681654,3.12796743967551,3.30436285123762,3.44002470530581,3.52247141568302,3.53936697798883,3.48711029684286,3.37563938581467,3.21605691300718,3.0194655465233,2.79696795446596,2.55966680493807,2.31866476604254,2.08506450588228,1.86996869256022,1.68447999417926,1.53970107884233,1.44673461465233,1.41668326971218
2,1,0.823289250938174,0.834556402136105,0.870381168663868,0.926429853698551,0.998368760417243,1.08186419199703,1.17258245161501,1.26618984244826,1.35835266767387,1.44473723046893,1.52100983401054,1.58283678147577,1.62588437604172,1.64581892088547,1.63876748825108,1.60621359078602,1.55309650913999,1.48441312009603,1.40516030043722,1.32033492694661,1.23493387640726,1.15342977570318,1.07819825212216,1.01109068305296,0.953958445884315,0.908652918004977,0.877025476803691,0.860901260167179,0.860531035860723,0.873725297961368,0.898084624529968,0.931209593627375,0.970700783314443,1.01415877165203,1.05919118696804,1.10348761694506,1.14479052626863,1.18084326090769,1.20938916683119,1.22817159000807,1.23493387640726,1.22817159000807,1.20938916683119,1.18084326090769,1.14479052626863,1.10348761694506,1.05919118696804,1.01415877165203,0.970700783314443,0.931209593627375,0.898084624529968,0.873725297961368,0.860531035860723,0.860901260167179,0.877025476803691,0.908652918004977,0.953958445884315,1.01109068305296,1.07819825212216,1.15342977570318,1.23493387640726,1.32033492694661,1.40516030043722,1.48441312009603,1.55309650913999,1.60621359078602,1.63876748825108,1.64581892088547,1.62588437604172,1.58283678147577,1.52100983401054,1.44473723046893,1.35835266767387,1.26618984244826,1.17258245161501,1.08186419199703,0.998368760417243,0.926429853698551,0.870381168663868,0.834556402136105,0.823289250938174
4,1,0.889163049902419,0.90802439039533,0.966373597028241,1.05724222283527,1.17366182085053,1.30866394410815,1.45528014564224,1.60654197848691,1.75548099567629,1.8951287502445,2.01851679522565,2.11867668365385,2.18863996856323,2.22143820298791,2.21083392041407,2.15908730208328,2.07394088262764,1.9632285692358,1.83478426909636,1.69644188939797,1.55603533732923,1.42068310612072,1.29464203317068,1.18145354191932,1.08465905580682,1.00779999827338,0.95441779275918,0.928004568806748,0.929094822098202,0.953638715832048,0.997192062025404,1.05531067269539,1.12355035985913,1.19746693553373,1.27267172302065,1.34542136430169,1.41238883599113,1.47025405361378,1.51569693269447,1.54539738875801,1.55603533732923,1.54539738875801,1.51569693269447,1.47025405361378,1.41238883599113,1.34542136430169,1.27267172302065,1.19746693553373,1.12355035985913,1.05531067269539,0.997192062025404,0.953638715832048,0.929094822098202,0.928004568806748,0.95441779275918,1.00779999827338,1.08465905580682,1.18145354191932,1.29464203317068,1.42068310612072,1.55603533732923,1.69644188939797,1.83478426909636,1.9632285692358,2.07394088262764,2.15908730208328,2.21083392041407,2.22143820298791,2.18863996856323,2.11867668365385,2.01851679522565,1.8951287502445,1.75548099567629,1.60654197848691,1.45528014564224,1.30866394410815,1.17366182085053,1.05724222283527,0.96637359702824,0.908024390395329,0.889163049902419
5,1,1.00099608935244,1.00886337940415,1.03481703733274,1.07566535115994,1.12821660890748,1.18927909859709,1.25566110825048,1.32417092588939,1.39161683953554,1.45480713721066,1.51055010693647,1.55565403673471,1.58692721462709,1.60117792863535,1.5955595615656,1.57123722309257,1.53196423377394,1.48153705101545,1.42375213222283,1.36240593480183,1.30129491615817,1.24369524731517,1.19080195376645,1.1432897746232,1.10183344899663,1.06710771599792,1.03978731473828,1.02053400525323,1.00923080303777,1.00455366954914,1.00507473363916,1.00936612415966,1.01599996996246,1.02354839989938,1.0306525341273,1.03675551672435,1.04181792655656,1.04580896640308,1.04869783904306,1.05045374725567,1.05104589382006,1.05045374725567,1.04869783904306,1.04580896640308,1.04181792655656,1.03675551672435,1.0306525341273,1.02354839989938,1.01599996996246,1.00936612415966,1.00507473363916,1.00455366954914,1.00923080303777,1.02053400525323,1.03978731473828,1.06710771599792,1.10183344899663,1.1432897746232,1.19080195376645,1.24369524731517,1.30129491615817,1.36240593480183,1.42375213222283,1.48153705101545,1.53196423377394,1.57123722309257,1.5955595615656,1.60117792863535,1.58692721462709,1.55565403673471,1.51055010693647,1.45480713721066,1.39161683953554,1.32417092588939,1.25566110825048,1.18927909859709,1.12821660890748,1.07566535115994,1.03481703733274,1.00886337940415,1.00099608935244
6,1,1.57193223402109,1.59344496254686,1.66184632357167,1.76886185253688,1.90621708488381,2.06563755605383,2.23884880148827,2.41757635662848,2.59354575691581,2.75848253779159,2.90411223469719,3.02216038307393,3.10435251836317,3.14241417600624,3.12895065241305,3.0667944652528,2.96537633945875,2.83423697008527,2.68291705218669,2.52095728081736,2.35789835103164,2.20227999095266,2.05863806097877,1.93050745457711,1.82142306521482,1.73491978635904,1.6745325114769,1.64374603412354,1.64303915313309,1.66823137552211,1.71474140901106,1.77798796132039,1.85338974017053,1.93636545328195,2.02234726967322,2.10692384595377,2.18578479846904,2.25462142622675,2.30912502823461,2.34498690350033,2.35789835103164,2.34498690350033,2.30912502823461,2.25462142622675,2.18578479846904,2.10692384595377,2.02234726967322,1.93636545328195,1.85338974017053,1.77798796132039,1.71474140901106,1.66823137552211,1.64303915313309,1.64374603412354,1.6745325114769,1.73491978635904,1.82142306521482,1.93050745457711,2.05863806097877,2.20227999095266,2.35789835103164,2.52095728081736,2.68291705218669,2.83423697008527,2.96537633945875,3.0667944652528,3.12895065241305,3.14241417600624,3.10435251836317,3.02216038307393,2.90411223469718,2.75848253779159,2.59354575691581,2.41757635662848,2.23884880148827,2.06563755605383,1.90621708488381,1.76886185253688,1.66184632357167,1.59344496254686,1.57193223402109
0,2,1.58810943815664,1.60059112286724,1.64176735677016,1.7065743958903,1.78994849625253,1.88682591388174,1.99214290480281,2.10083572504063,2.20784063062007,2.30809387756602,2.39653172190337,2.468090419657,2.51770622685178,2.54031539951261,2.53140169658669,2.49281359849327,2.43050585756904,2.35050166401598,2.25882420803607,2.1614966798313,2.06454226960364,1.97315871806205,1.88924196794342,1.81386251249161,1.74809084495049,1.6929974585639,1.64965284657573,1.6191069105484,1.60117405115894,1.59375364271197,1.59458032606073,1.60138874205847,1.61191353155841,1.62388933541379,1.63516025119189,1.64484281076068,1.65287447134344,1.65920637225267,1.66378965280091,1.66657545230067,1.66751491006448,1.66657545230067,1.66378965280091,1.65920637225267,1.65287447134344,1.64484281076068,1.63516025119189,1.62388933541379,1.61191353155841,1.60138874205847,1.59458032606073,1.59375364271197,1.60117405115894,1.6191069105484,1.64965284657573,1.6929974585639,1.74809084495049,1.81386251249161,1.88924196794342,1.97315871806205,2.06454226960364,2.1614966798313,2.25882420803607,2.35050166401598,2.43050585756904,2.49281359849327,2.53140169658669,2.54031539951261,2.51770622685178,2.468090419657,2.39653172190337,2.30809387756602,2.20784063062007,2.10083572504063,1.99214290480281,1.88682591388174,1.78994849625253,1.7065743958903,1.64176735677016,1.60059112286724,1.58810943815664
1,2,1.44112122432886,1.47169095853746,1.56626110527339,1.71353747409065,1.90222587454323,2.12103211618515,2.35866200857039,2.60382136125298,2.84521598378689,3.07155168572614,3.27153427662472,3.43386956603665,3.54726336351591,3.60042147861651,3.58323446585477,3.499365539934,3.36136350277491,3.18192524941851,2.97374767490581,2.7495276742778,2.5219621425755,2.3025884594515,2.09830594300482,1.91485439594604,1.75797362098577,1.63340342083461,1.54688359820317,1.50407406215128,1.50584110269394,1.54562090032655,1.61621048633856,1.7104068920194,1.82100714865851,1.94080828754533,2.06269731052086,2.18060712708816,2.2891454258871,2.38293114187649,2.45658321001515,2.50472056526188,2.5219621425755,2.50472056526188,2.45658321001515,2.38293114187649,2.2891454258871,2.18060712708816,2.06269731052086,1.94080828754533,1.82100714865851,1.7104068920194,1.61621048633856,1.54562090032655,1.50584110269394,1.50407406215128,1.54688359820317,1.63340342083461,1.75797362098577,1.91485439594604,2.09830594300482,2.3025884594515,2.5219621425755,2.7495276742778,2.97374767490581,3.18192524941851,3.36136350277491,3.499365539934,3.58323446585477,3.60042147861651,3.54726336351591,3.43386956603665,3.27153427662472,3.07155168572614,2.84521598378689,2.60382136125297,2.35866200857039,2.12103211618515,1.90222587454323,1.71353747409064,1.56626110527339,1.47169095853746,1.44112122432886
