Tail Node,Head Node,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
1,0,1.39899031612894,1.37785001801855,1.34178715653611,1.29309751066195,1.23407685937638,1.1670209816597,1.09422565649224,1.0179866628543,0.940599779726215,0.864360786088282,0.79156546092082,0.724509583204144,0.665488931918568,0.616799286044405,0.58073642456197,0.559596126451577,0.55487064805043,0.564838155123294,0.586973290791823,0.618750698177672,0.657645020402494,0.701130900587945,0.746682981855678,0.791804604564603,0.834659145530467,0.874070018025861,0.908889332560625,0.937969199644605,0.960161729787642,0.974319033499579,0.97929322129026,0.974319033499579,0.960161729787642,0.937969199644605,0.908889332560625,0.874070018025861,0.834659145530467,0.791804604564603,0.746682981855678,0.701130900587945,0.657645020402494,0.618750698177672,0.586973290791823,0.564838155123294,0.55487064805043,0.559596126451577,0.58073642456197,0.616799286044405,0.665488931918568,0.724509583204144,0.79156546092082,0.864360786088282,0.940599779726215,1.0179866628543,1.09422565649224,1.1670209816597,1.23407685937638,1.29309751066195,1.34178715653611,1.37785001801855,1.39899031612894
5,0,1.81409293773256,1.7866799777846,1.73991669316749,1.67678005690726,1.60024704202993,1.51329462156152,1.41889976852805,1.32003945595555,1.21969065687003,1.12083034429753,1.02643549126406,0.93948307079565,0.862950055918317,0.799813419658087,0.753050135040981,0.725637175093022,0.719509572281126,0.732434596835774,0.761137578428342,0.802343846730206,0.85277873141274,0.909167562147319,0.968235668605318,1.02674559262094,1.08231575577336,1.13342045938675,1.17857121694809,1.21627954194438,1.2450569478626,1.26341494818974,1.26986505641279,1.26341494818974,1.2450569478626,1.21627954194438,1.17857121694809,1.13342045938675,1.08231575577336,1.02674559262094,0.968235668605318,0.909167562147319,0.85277873141274,0.802343846730206,0.761137578428342,0.732434596835774,0.719509572281126,0.725637175093022,0.753050135040981,0.799813419658087,0.862950055918317,0.93948307079565,1.02643549126406,1.12083034429753,1.21969065687003,1.32003945595555,1.41889976852805,1.51329462156152,1.60024704202993,1.67678005690726,1.73991669316749,1.7866799777846,1.81409293773256
0,1,1.28097816836273,1.26389845945123,1.24041385969791,1.2115097369246,1.17817145895311,1.14138439360526,1.10213390870286,1.06140537206774,1.02018415152171,0.979455614886583,0.940205129984187,0.903418064636334,0.870079786664842,0.841175663891529,0.817691064138212,0.800611355226709,0.790553304423268,0.786659276771864,0.7877030367609,0.792458348878782,0.799698977613915,0.808198687454704,0.816731242889553,0.82410051686809,0.829802876948052,0.834027185295288,0.836992412536869,0.838917529299864,0.840021506211345,0.840523313898381,0.840641922988045,0.840523313898381,0.840021506211345,0.838917529299864,0.836992412536869,0.834027185295288,0.829802876948052,0.82410051686809,0.816731242889553,0.808198687454704,0.799698977613915,0.792458348878782,0.7877030367609,0.786659276771864,0.790553304423268,0.800611355226709,0.817691064138212,0.841175663891529,0.870079786664842,0.903418064636334,0.940205129984187,0.979455614886583,1.02018415152171,1.06140537206774,1.10213390870286,1.14138439360526,1.17817145895311,1.2115097369246,1.24041385969791,1.26389845945123,1.28097816836273
2,1,1.78953460932536,1.76699972905978,1.72855787448909,1.67665627242945,1.61374214969705,1.54226273310804,1.4646652494786,1.38339692562491,1.30090498836313,1.21963666450944,1.14203918088,1.070559764291,1.00764564155859,0.955744039498952,0.917302184928259,0.894767304662681,0.889730096132728,0.900355139226272,0.923950484445525,0.957824182292698,0.999284283270002,1.04563883787965,1.09419589662385,1.14229410034002,1.18797566757522,1.22998639458616,1.26710266796476,1.29810087430294,1.32175740019259,1.33684863222565,1.34215095699402,1.33684863222565,1.32175740019259,1.29810087430294,1.26710266796476,1.22998639458616,1.18797566757522,1.14229410034002,1.09419589662385,1.04563883787965,0.999284283270002,0.957824182292698,0.923950484445525,0.900355139226272,0.889730096132728,0.894767304662681,0.917302184928259,0.955744039498952,1.00764564155859,1.070559764291,1.14203918088,1.21963666450944,1.30090498836313,1.38339692562491,1.4646652494786,1.54226273310804,1.61374214969705,1.67665627242945,1.72855787448909,1.76699972905978,1.78953460932536
6,1,1.56535632387629,1.5444849062246,1.51578670695354,1.48046584631223,1.4397264445498,1.39477262191541,1.34680849865817,1.29703819502723,1.24666583127173,1.19689552764079,1.14893140438356,1.10397758174916,1.06323817998674,1.02791731934543,0.999219120074362,0.978347702422678,0.966056756472242,0.961298251635843,0.962573727159002,0.968384722287238,0.977232776266071,0.987619428341022,0.998046217757611,1.00705147632453,1.01401976480332,1.01918187290841,1.02280538291738,1.02515787710783,1.02650693775732,1.02712014714345,1.02726508754381,1.02712014714345,1.02650693775732,1.02515787710783,1.02280538291738,1.01918187290841,1.01401976480332,1.00705147632453,0.998046217757611,0.987619428341022,0.977232776266071,0.968384722287238,0.962573727159002,0.961298251635843,0.966056756472242,0.978347702422678,0.999219120074362,1.02791731934543,1.06323817998674,1.10397758174916,1.14893140438356,1.19689552764079,1.24666583127173,1.29703819502724,1.34680849865817,1.39477262191541,1.4397264445498,1.48046584631223,1.51578670695354,1.5444849062246,1.56535632387629
1,2,1.74743685971506,1.72543209925938,1.68789456671736,1.63721391933303,1.57577981435045,1.50598190901369,1.43020986056678,1.3508533262538,1.27030196331878,1.1909454290058,1.1151733805589,1.04537547522213,0.983941370239554,0.933260722855226,0.895723190313199,0.873718429857528,0.868799718696848,0.879174813898119,0.902215092492881,0.935291931512672,0.975776707989034,1.0210407989535,1.06845558143762,1.11542230318848,1.16002923841084,1.20105168776711,1.23729482263528,1.26756381439331,1.29066383441917,1.30540005409084,1.31057764478629,1.30540005409084,1.29066383441917,1.26756381439331,1.23729482263528,1.20105168776711,1.16002923841084,1.11542230318848,1.06845558143762,1.0210407989535,0.975776707989034,0.935291931512672,0.902215092492881,0.879174813898119,0.868799718696848,0.873718429857528,0.895723190313199,0.933260722855226,0.983941370239554,1.04537547522213,1.1151733805589,1.1909454290058,1.27030196331879,1.3508533262538,1.43020986056678,1.50598190901369,1.57577981435045,1.63721391933303,1.68789456671736,1.72543209925938,1.74743685971506
3,2,1.27551866900092,1.25945658205795,1.23205655139052,1.19506287603317,1.15021985502043,1.09927178738683,1.04396297216691,0.986037708395185,0.927240295106197,0.869315031334474,0.814006216114548,0.76305814848095,0.718215127468211,0.681221452110863,0.653821421443435,0.637759334500461,0.634168985654384,0.641742150629307,0.658560100487245,0.682704106290214,0.71225543910023,0.745295369979308,0.779905169989464,0.814187913930645,0.846748162575227,0.876691962668012,0.903147164691735,0.92524161912913,0.942103176462931,0.952859687175874,0.956639001750691,0.952859687175874,0.942103176462931,0.92524161912913,0.903147164691735,0.876691962668012,0.846748162575227,0.814187913930645,0.779905169989464,0.745295369979308,0.71225543910023,0.682704106290214,0.658560100487245,0.641742150629307,0.634168985654384,0.637759334500461,0.653821421443435,0.681221452110862,0.718215127468211,0.76305814848095,0.814006216114548,0.869315031334474,0.927240295106197,0.986037708395185,1.04396297216691,1.09927178738683,1.15021985502043,1.19506287603317,1.23205655139052,1.25945658205795,1.27551866900092
7,2,1.42592586169827,1.40437853756594,1.3676213375755,1.31799424262819,1.25783723362526,1.18949029146796,1.11529339705754,1.03758653129525,0.958709675082333,0.881002809320041,0.806805914909621,0.738458972752323,0.678301963749394,0.628674868802083,0.591917668811639,0.570370344679309,0.565553883990906,0.575713301070493,0.598274616926697,0.630663852568144,0.670307029003462,0.714630167241276,0.761059288290214,0.807049662920168,0.850729306410139,0.890898978548237,0.926388688883839,0.956028446966319,0.978648262345054,0.993078144569419,0.998148103188791,0.993078144569419,0.978648262345054,0.956028446966319,0.926388688883839,0.890898978548237,0.850729306410139,0.807049662920168,0.761059288290214,0.714630167241276,0.670307029003462,0.630663852568144,0.598274616926697,0.575713301070493,0.565553883990906,0.570370344679309,0.591917668811639,0.628674868802083,0.678301963749394,0.738458972752323,0.806805914909621,0.881002809320041,0.958709675082333,1.03758653129525,1.11529339705754,1.18949029146796,1.25783723362526,1.31799424262819,1.3676213375755,1.40437853756594,1.42592586169827
2,3,1.51714888025097,1.49692022851429,1.46910583237635,1.43487272943736,1.39538795729749,1.35181855355695,1.30533155581593,1.25709400167462,1.20827292873321,1.16003537459189,1.11354837685087,1.06997897311033,1.03049420097046,0.996261098031469,0.968446701893534,0.948218050156855,0.936305621911921,0.931693662210417,0.932929857594326,0.938561894605628,0.947137459786305,0.957204239678341,0.967309920823716,0.976037849246642,0.982791539062574,0.987794672478216,0.991306591182501,0.99358663686436,0.994894151212724,0.995488475916526,0.995628952664697,0.995488475916526,0.994894151212724,0.99358663686436,0.991306591182501,0.987794672478216,0.982791539062574,0.976037849246642,0.967309920823716,0.957204239678341,0.947137459786305,0.938561894605628,0.932929857594326,0.931693662210417,0.936305621911921,0.948218050156855,0.968446701893534,0.996261098031469,1.03049420097046,1.06997897311033,1.11354837685087,1.16003537459189,1.20827292873321,1.25709400167462,1.30533155581593,1.35181855355695,1.39538795729749,1.43487272943736,1.46910583237635,1.49692022851429,1.51714888025097
4,3,1.32505717789086,1.30837127268779,1.27990708145902,1.24147664820851,1.19489201694021,1.14196523165808,1.08450833636606,1.02433337506811,0.963252391768181,0.903077430470231,0.845620535178212,0.792693749896075,0.746109118627776,0.707678685377266,0.679214494148499,0.662528588945429,0.658798798370625,0.666666089421123,0.684137213692573,0.709218922780626,0.739917968280935,0.774241101789151,0.810195074900925,0.845809289761957,0.879634111169085,0.910740866570284,0.938223533963576,0.961176091346984,0.978692516718533,0.989866788076245,0.993792883418144,0.989866788076245,0.978692516718533,0.961176091346984,0.938223533963576,0.910740866570284,0.879634111169085,0.845809289761957,0.810195074900925,0.774241101789151,0.739917968280935,0.709218922780626,0.684137213692573,0.666666089421123,0.658798798370625,0.662528588945429,0.679214494148499,0.707678685377266,0.746109118627776,0.792693749896076,0.845620535178212,0.903077430470231,0.963252391768181,1.02433337506811,1.08450833636606,1.14196523165808,1.19489201694021,1.24147664820851,1.27990708145902,1.30837127268779,1.32505717789086
