Tail Node,Head Node,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1,0,0.715832968298521,0.740019026406972,0.806810988203157,0.897949180678048,0.995173930822615,1.08022556562783,1.13484441208466,1.14101758158862,1.09553924980766,1.01815454203196,0.930582858788077,0.851567060338625,0.787943845890644,0.74357337438727,0.721721782054302,0.718749691028466,0.726562553066443,0.737040904191762,0.745025506818956,0.749945474268611,0.751624616713447,0.749945474268611,0.745025506818956,0.737040904191761,0.726562553066443,0.718749691028466,0.721721782054302,0.74357337438727,0.787943845890644,0.851567060338625,0.930582858788077,1.01815454203196,1.09553924980766,1.14101758158862,1.13484441208466,1.08022556562783,0.995173930822615,0.897949180678048,0.806810988203157,0.740019026406971,0.715832968298521
5,0,0.367781383373611,0.380207720666546,0.414524162064918,0.461349234380681,0.511301464425792,0.554999379012208,0.583061504951883,0.586233162196678,0.562867259092655,0.523108465996892,0.478115798385694,0.437518981880882,0.404830582686342,0.382033877151477,0.370806944035729,0.369279940115257,0.373294040241526,0.378677618035525,0.382779955214682,0.385307741045905,0.386170452542291,0.385307741045905,0.382779955214682,0.378677618035525,0.373294040241526,0.369279940115257,0.370806944035729,0.382033877151477,0.404830582686342,0.437518981880882,0.478115798385694,0.523108465996892,0.562867259092655,0.586233162196678,0.583061504951883,0.554999379012208,0.511301464425792,0.461349234380681,0.414524162064918,0.380207720666546,0.367781383373611
0,1,0.374084381441198,0.395481904721408,0.453636628639704,0.532795467208334,0.617205334439548,0.691113144345595,0.738765810938723,0.744619611478917,0.705692618090245,0.638473684936111,0.561126572161798,0.489909379670001,0.433457566393078,0.398500931020802,0.391006222775386,0.408069740818677,0.441064913305833,0.481272990693601,0.520167432540794,0.549519622514429,0.561126572161798,0.549519622514429,0.520167432540794,0.481272990693601,0.441064913305833,0.408069740818677,0.391006222775386,0.398500931020802,0.433457566393078,0.489909379670001,0.561126572161798,0.638473684936111,0.705692618090245,0.744619611478917,0.738765810938723,0.691113144345595,0.617205334439548,0.532795467208334,0.453636628639703,0.395481904721408,0.374084381441198
2,1,0.502166868801401,0.54577257046981,0.662841400880237,0.821889162000389,0.991431655797973,1.13998468424069,1.23606404929626,1.24859838403778,1.17128618786243,1.03621925296975,0.878792020402452,0.731166613465718,0.612575884514512,0.539020368166244,0.524718877694987,0.563177715758505,0.634540274939522,0.718758583402115,0.79766571426642,0.856010360334473,0.878792020402452,0.856010360334473,0.79766571426642,0.718758583402115,0.634540274939522,0.563177715758505,0.524718877694987,0.539020368166244,0.612575884514512,0.731166613465718,0.878792020402452,1.03621925296975,1.17128618786243,1.24859838403778,1.23606404929626,1.13998468424069,0.991431655797973,0.821889162000389,0.662841400880236,0.545772570469809,0.502166868801401
6,1,0.520900339196515,0.550695694703434,0.631674257075415,0.74190036622743,0.859438362074455,0.962352584531462,1.02870737351342,1.03685860045112,0.9826540277236,0.889053848679718,0.781350508794772,0.682182883611704,0.603575568944039,0.554899590672944,0.544463453103727,0.568223847222275,0.6141685521955,0.670156992742089,0.724316238506393,0.765188208767548,0.781350508794772,0.765188208767548,0.724316238506393,0.670156992742088,0.6141685521955,0.568223847222275,0.544463453103727,0.554899590672944,0.603575568944039,0.682182883611704,0.781350508794772,0.889053848679718,0.9826540277236,1.03685860045112,1.02870737351342,0.962352584531462,0.859438362074455,0.74190036622743,0.631674257075414,0.550695694703434,0.520900339196515
1,2,0.604357349917988,0.638926423383753,0.732879115813918,0.860765304795169,0.997134867914191,1.11653768275767,1.19352362691229,1.20298081774124,1.14009175919777,1.03149525444974,0.906536024876982,0.79148007531522,0.700278544423535,0.643803854316862,0.631695671675936,0.659262881258949,0.712568702067613,0.777527434110235,0.840363903547288,0.887784252075107,0.906536024876982,0.887784252075107,0.840363903547288,0.777527434110235,0.712568702067613,0.659262881258949,0.631695671675936,0.643803854316862,0.700278544423535,0.79148007531522,0.906536024876982,1.03149525444974,1.14009175919777,1.20298081774124,1.19352362691229,1.11653768275767,0.997134867914191,0.860765304795168,0.732879115813918,0.638926423383753,0.604357349917988
3,2,0.534870029688673,0.552941840001165,0.602848759870762,0.670947170915849,0.743593454754807,0.807143993006021,0.847955167287874,0.852567756400256,0.818586370033411,0.760764555757636,0.695331038595274,0.636290474197984,0.588751240734669,0.555597647003551,0.539270148330697,0.537049403428426,0.542887169967929,0.550716588597262,0.556682679617645,0.560358876792691,0.561613531173106,0.560358876792691,0.556682679617645,0.550716588597262,0.542887169967929,0.537049403428426,0.539270148330697,0.555597647003551,0.58875124073467,0.636290474197984,0.695331038595274,0.760764555757636,0.818586370033411,0.852567756400256,0.847955167287874,0.807143993006021,0.743593454754807,0.670947170915848,0.602848759870762,0.552941840001165,0.534870029688673
7,2,0.520543138501949,0.5657445450727,0.687097386505767,0.851965333574444,1.02771205705202,1.1817012277118,1.28129651632706,1.29428953189767,1.21414817701767,1.07413860935207,0.910950492378411,0.757922888560395,0.634992456306193,0.558745253010108,0.543920414499888,0.583786613392112,0.657760610554217,0.745060799654866,0.826855454185397,0.887335161362298,0.910950492378411,0.887335161362298,0.826855454185397,0.745060799654866,0.657760610554217,0.583786613392112,0.543920414499888,0.558745253010108,0.634992456306193,0.757922888560395,0.910950492378411,1.07413860935207,1.21414817701767,1.29428953189767,1.28129651632706,1.1817012277118,1.02771205705202,0.851965333574444,0.687097386505767,0.5657445450727,0.520543138501949
2,3,0.568103048713321,0.587297712770815,0.64030549364482,0.712635055556832,0.789795062728345,0.857294179380855,0.900641069735857,0.905540252325562,0.86944750432518,0.808033053806569,0.738533963327318,0.675825038223813,0.625332054947628,0.590118532729129,0.57277655942898,0.570417833235012,0.576618317062267,0.58493420007326,0.591270981551843,0.595175591469941,0.596508201148987,0.595175591469941,0.591270981551843,0.58493420007326,0.576618317062267,0.570417833235012,0.57277655942898,0.590118532729129,0.625332054947628,0.675825038223813,0.738533963327318,0.808033053806569,0.86944750432518,0.905540252325562,0.900641069735857,0.857294179380855,0.789795062728345,0.712635055556831,0.64030549364482,0.587297712770815,0.568103048713321
4,3,0.6569623037139,0.714009679801287,0.867165559445634,1.07524058397967,1.29704539473614,1.49139063304775,1.61708694024726,1.63348504601429,1.53234098084375,1.35563899149414,1.14968403149933,0.956552358636586,0.801405447656867,0.705176077554526,0.686466081514833,0.7367800476924,0.830140470673674,0.940319491592623,1.04355013800265,1.11987981140729,1.14968403149933,1.11987981140729,1.04355013800265,0.940319491592623,0.830140470673674,0.7367800476924,0.686466081514833,0.705176077554526,0.801405447656867,0.956552358636586,1.14968403149933,1.35563899149414,1.53234098084375,1.63348504601429,1.61708694024726,1.49139063304775,1.29704539473614,1.07524058397967,0.867165559445634,0.714009679801286,0.6569623037139
